time_s,signal
5.231,0.5568517039207699
5.232,0.7638036425347791
5.2330000000000005,1.036863047534706
5.234,1.0341118059045866
5.235,1.1695323290292512
5.236,1.2370511569356173
5.237,1.3799813371360687
5.238,1.3895566412946598
5.239,1.4605790185040215
5.24,1.5355101174944175
5.2410000000000005,1.4607419620562843
5.242,1.517102766939415
5.243,1.4804114154099115
5.244,1.4338487234100756
5.245,1.3109128532252055
5.246,1.3707900677561926
5.247,1.1496709730472894
5.248,0.9863292802025002
5.249,0.7861094938759254
5.25,0.6734904569486027
5.251,0.5888091344206123
5.252,0.4350520268920004
5.253,0.2508253587427545
5.2540000000000004,0.041135679941294405
5.255,-0.23589215079958764
5.256,-0.32127621031155074
5.257,-0.5753920544630425
5.258,-0.748235812039764
5.259,-0.8130870324898753
5.26,-0.9386297578666551
5.261,-1.0460059022714627
5.2620000000000005,-1.1776064406306936
5.263,-1.2705479796997092
5.264,-1.4231013623893451
5.265,-1.4368859805804464
5.266,-1.5449999017142122
5.267,-1.5875422542971007
5.268,-1.4475583009910036
5.269,-1.4989971845424372
5.2700000000000005,-1.3743295802083426
5.271,-1.2996202813714968
5.272,-1.3044318989135417
5.273,-1.1448564869622282
5.274,-1.0921870390709356
5.275,-1.0216270336610893
5.276,-0.780613776175432
5.277,-0.6569820391223203
5.2780000000000005,-0.4934333978357504
5.279,-0.20422107663557906
5.28,-0.20673395537423594
5.281,0.06297544618338284
5.282,0.16768705637444686
5.283,0.43336556355149214
5.284,0.5679790242697383
5.285,0.7294356031182276
5.2860000000000005,0.8107738697934825
5.287,0.9553979076631225
5.288,1.16194250248183
5.289,1.3105914255494353
5.29,1.3356459926825446
5.291,1.3382182413969246
5.292,1.4523969376612458
5.293,1.5893725554891558
5.2940000000000005,1.4854168269861021
5.295,1.545271229494763
5.296,1.4067534549414533
5.297,1.3933637789559954
5.298,1.3589261873352936
5.299,1.2620148104989009
5.3,1.1009406011158136
5.301,0.9802326185834405
5.3020000000000005,0.9375489700533056
5.303,0.8029499646919336
5.304,0.664029573132487
5.305,0.5156216812533008
5.306,0.26336221904561435
5.307,0.06881021169053679
5.308,-0.021432185894744132
5.309,-0.225380637922287
5.3100000000000005,-0.4785382454070603
5.311,-0.6434878121383726
5.312,-0.7213729524210007
5.313,-0.8986475997146283
5.314,-1.0225923900669813
5.315,-1.0849963042450967
5.316,-1.202276312955149
5.317,-1.2581986571718733
5.3180000000000005,-1.4874349602336097
5.319,-1.425151269902603
5.32,-1.4302075348171486
5.321,-1.548184264900584
5.322,-1.4912181606017607
5.323,-1.4670144455036827
5.324,-1.3707905463703598
5.325,-1.218476991518933
5.3260000000000005,-1.1088440609818166
5.327,-1.1441482205066065
5.328,-0.9553985586331992
5.329,-0.8185956597888773
5.33,-0.6803494163035951
5.331,-0.5233916960783106
5.332,-0.36433843927541243
5.333,-0.12616841055030822
5.3340000000000005,0.016386802041445492
5.335,0.0805280695223469
5.336,0.3436807789696193
5.337,0.5146111793361501
5.338,0.6452893710310611
5.339,0.8369145693243307
5.34,0.9297278835402385
5.341,1.0575815867058662
5.3420000000000005,1.166358677563537
5.343,1.1560791468429092
5.344,1.3322960405920603
5.345,1.3637716356954046
5.346,1.379442156288949
5.347,1.5321928987449598
5.348,1.4872856199571363
5.349,1.4420094109148436
5.3500000000000005,1.3767935180969544
5.351,1.3620205670843921
5.352,1.3204132597437845
5.353,1.1356341664484944
5.354,1.0666950088008231
5.355,0.9856306311219999
5.356,0.7077804957028363
5.357,0.6530207743624685
5.3580000000000005,0.4767732940573336
5.359,0.32708222645207063
5.36,0.13969564340138907
5.361,0.0004609209536951247
5.362,-0.08127592753253478
5.363,-0.3621720593678938
5.364,-0.49506847841892376
5.365,-0.5664997347904828
5.3660000000000005,-0.8410700453525859
5.367,-0.8588895852792816
5.368,-1.0722621928865543
5.369,-1.091500520661488
5.37,-1.2348306297663934
5.371,-1.331150995257794
5.372,-1.405358945609845
5.373,-1.4694974319849936
5.3740000000000006,-1.4508794898013637
5.375,-1.4061130575034537
5.376,-1.4279463888010524
5.377,-1.3997642732492461
5.378,-1.3340532128849318
5.3790000000000004,-1.1912783892569399
5.38,-1.0819584549288788
5.381,-1.063168446628551
5.382,-0.9356848578901426
5.383,-0.7433466965953822
5.384,-0.5355463427502113
5.385,-0.39585862066585
5.386,-0.35080514760118514
5.3870000000000005,-0.13256656210835677
5.388,0.0045315225951708255
5.389,0.20733501372415425
5.39,0.46746601829628764
5.391,0.4772416814694297
5.392,0.6209268692050602
5.393,0.8042000705223401
5.394,0.9920323551301076
5.3950000000000005,1.1272095821829033
5.396,1.2213871642350955
5.397,1.3450614309076843
5.398,1.2671156300408852
5.399,1.4649661108439482
5.4,1.4208251995535193
5.401,1.4840690799167962
5.402,1.3724269911574387
5.4030000000000005,1.4101205222109354
5.404,1.3735355287999127
5.405,1.3526057086482588
5.406,1.1308286988861784
5.407,1.1102550049475042
5.408,0.9378388166687431
5.409,0.8871299792917986
5.41,0.7586433406188338
5.4110000000000005,0.632204752089816
5.412,0.381393691393514
5.413,0.2892455870237904
5.414,0.14238931627741233
5.415,-0.1773123109472911
5.416,-0.23264395996449241
5.417,-0.37974684906998213
5.418,-0.5990548007339613
5.4190000000000005,-0.7969561847857546
5.42,-0.8293530237107258
5.421,-1.0644168733690964
5.422,-1.1273981868792253
5.423,-1.2190582021470815
5.424,-1.2630262242328165
5.425,-1.3939455784037926
5.426,-1.4418416104048297
5.4270000000000005,-1.4282401590795022
5.428,-1.3886705857726653
5.429,-1.3105807380385313
5.43,-1.4666512288245068
5.431,-1.322667322304538
5.432,-1.3214883163234
5.433,-1.1275083731138456
5.434,-1.1204541195693185
5.4350000000000005,-0.9875811590724255
5.436,-0.8505341829233265
5.437,-0.6808385583635327
5.438,-0.5075533453530999
5.439,-0.33905698537099094
5.44,-0.19811881597005296
5.441,-0.09625544593952173
5.442,0.175037680189991
5.4430000000000005,0.3024275166741049
5.444,0.5253134647040485
5.445,0.5874815595899552
5.446,0.6897440145102848
5.447,0.9044703506529925
5.448,1.0947330263108022
5.449,1.1474950844307126
5.45,1.2232221088960538
5.4510000000000005,1.266404932733358
5.452,1.4564358577297436
5.453,1.3568005823022682
5.454,1.392312255960691
5.455,1.4576812913722361
5.456,1.3172725505458756
5.457,1.4352651907796468
5.458,1.3453149168243024
5.4590000000000005,1.2835436457256613
5.46,1.173920797337696
5.461,1.0296309812893876
5.462,0.8619413650748593
5.463,0.772942155269132
5.464,0.585335280436001
5.465,0.5038753057859372
5.466,0.35883031568121215
5.4670000000000005,0.22693230254312674
5.468,0.0042396547295086955
5.469,-0.13529242899686372
5.47,-0.36097816684288275
5.471,-0.5297936127582301
5.472,-0.6349136005214944
5.473,-0.8214944117939115
5.474,-0.9211656508668312
5.4750000000000005,-1.1071979131120302
5.476,-1.2031500074811854
5.477,-1.2162049380417461
5.478,-1.2753051558524733
5.479,-1.4223634437660098
5.48,-1.374038503783441
5.481,-1.4492746773449268
5.482,-1.41726181030498
5.4830000000000005,-1.3231405031043844
5.484,-1.3103059501681182
5.485,-1.2489763561822613
5.486,-1.1136784747105284
5.487,-1.1480239603204263
5.488,-1.0505341646571464
5.489,-0.91200022705564
5.49,-0.7512499999774163
5.4910000000000005,-0.7087593339654399
5.492,-0.44582375593646656
5.493,-0.30116339537733083
5.494,-0.0695206102450302
5.495,0.07556795916279799
5.496,0.19369888187400947
5.497,0.41586436200825155
5.498,0.5797671556163665
5.4990000000000006,0.6548539833644952
5.5,0.8086865694002329
5.501,0.8505785245690656
5.502,1.0225081427390241
5.503,1.140215141347823
5.5040000000000004,1.2650709325511416
5.505,1.2806924585608606
5.506,1.350552077946674
5.507,1.3442276652664074
5.508,1.423930305482611
5.509,1.4270235662670774
5.51,1.3968431974182804
5.511,1.3293620697049762
5.5120000000000005,1.1854108889796149
5.513,1.147810268435193
5.514,1.0585695448416812
5.515,0.9440642614430997
5.516,0.8400270770163498
5.517,0.7681284702439234
5.518,0.5884810154756088
5.519,0.34203439017573617
5.5200000000000005,0.2635340284551073
5.521,0.09673498116756063
5.522,-0.14130055103311145
5.523,-0.22280893913152244
5.524,-0.43380025718206033
5.525,-0.6508708540262362
5.526,-0.7041385782463155
5.527,-0.8524932545400956
5.5280000000000005,-0.9992081247888007
5.529,-1.100508902382684
5.53,-1.230209666958158
5.531,-1.2428632808394622
5.532,-1.3370682400215315
5.533,-1.3696698175073228
5.534,-1.3842159529137035
5.535,-1.4645433528862786
5.5360000000000005,-1.4368722388568
5.537,-1.4688125184041667
5.538,-1.2775232120308013
5.539,-1.295836083155115
5.54,-1.1410625568361081
5.541,-1.0258212265518996
5.542,-0.8965777799763853
5.543,-0.8564945953674169
5.5440000000000005,-0.6582268262417595
5.545,-0.4211593492975053
5.546,-0.2617677019012317
5.547,-0.13620277860362245
5.548,-0.00428942085667473
5.549,0.09320820090044188
5.55,0.34197521346527016
5.551,0.4564361412296012
5.5520000000000005,0.6441886413717877
5.553,0.7277866173404526
5.554,0.8835186863912924
5.555,1.0207537030787943
5.556,1.1312312316569426
5.557,1.2345038549960887
5.558,1.2550410621051733
5.559,1.2732866765940969
5.5600000000000005,1.45963643306073
5.561,1.521786989622853
5.562,1.4193502833353298
5.563,1.3111753255329366
5.564,1.3001299345798456
5.565,1.3072193317063283
5.566,1.2741459341232415
5.567,1.0551621518492669
5.5680000000000005,1.0029618550281931
5.569,0.8984786652403138
5.57,0.7992133493201518
5.571,0.5957400925275594
5.572,0.3832751950909643
5.573,0.3347731958075385
5.574,0.19807960832381036
5.575,-0.026050770155489792
5.5760000000000005,-0.1650492182705455
5.577,-0.36980241086944754
5.578,-0.5442944119145573
5.579,-0.5996260415060048
5.58,-0.7714772707153195
5.581,-0.895276555471883
5.582,-0.9608972688831663
5.583,-1.1906215498305182
5.5840000000000005,-1.2516270201372595
5.585,-1.2853641309196477
5.586,-1.372852962772428
5.587,-1.3382975853493762
5.588,-1.4006374538930606
5.589,-1.4355207296943386
5.59,-1.3581277547298904
5.591,-1.309662786024602
5.5920000000000005,-1.2100541022614137
5.593,-1.1584387323774654
5.594,-1.0601372779640865
5.595,-0.9573852408364883
5.596,-0.8596425237431451
5.597,-0.7512039462522289
5.598,-0.5563065335192364
5.599,-0.4349522748112857
5.6000000000000005,-0.17564967677966456
5.601,-0.03135644908090654
5.602,0.09614124114027463
5.603,0.24542983075175184
5.604,0.38092497424664223
5.605,0.47570424681403645
5.606,0.6738972876628738
5.607,0.8262203963003109
5.6080000000000005,0.9576896445164785
5.609,1.0816625474481998
5.61,1.201585471918131
5.611,1.2022730788373337
5.612,1.2670024232578283
5.613,1.4200091024558426
5.614,1.4137291474312759
5.615,1.3643847880191295
5.6160000000000005,1.3682229385405984
5.617,1.3391754194368979
5.618,1.298096413722665
5.619,1.2545041042791258
5.62,1.2750300291241992
5.621,1.0593825956220593
5.622,0.9702060089968944
5.623,0.7270619913376593
5.6240000000000006,0.6503171750682676
5.625,0.5899368876175327
5.626,0.3953211022904087
5.627,-0.002649594155800211
5.628,0.0891856174237364
5.6290000000000004,-0.010626195323655857
5.63,-0.36681189830982797
5.631,-0.347780632456421
5.632,-0.7131734588655958
5.633,-0.6705166805747845
5.634,-0.8507393777266438
5.635,-1.088917282319765
5.636,-1.0567803025243883
5.6370000000000005,-1.1142916515208587
5.638,-1.2301913253996384
5.639,-1.2784533388331563
5.64,-1.3695341573459252
5.641,-1.464660867315036
5.642,-1.3407202794177047
5.643,-1.2725855883018062
5.644,-1.2696098192424183
5.6450000000000005,-1.373230401595836
5.646,-1.279789294717741
5.647,-1.159980693561949
5.648,-1.0955961688964602
5.649,-0.8980393696025931
5.65,-0.7525168631363344
5.651,-0.705047128748342
5.652,-0.44734886355105097
5.6530000000000005,-0.3021797161644315
5.654,-0.20115679984597917
5.655,-0.021560038041574265
5.656,0.05050169276932974
5.657,0.29019647384244285
5.658,0.4617001462677726
5.659,0.6178645778720663
5.66,0.7680032998920028
5.6610000000000005,0.8905182698553697
5.662,0.9821727017913033
5.663,1.1130112483433983
5.664,1.2369241054102205
5.665,1.2537694966666375
5.666,1.3287650231040002
5.667,1.339794716267114
5.668,1.334368718364351
5.6690000000000005,1.3916045738789495
5.67,1.3176288453122982
5.671,1.3260872706448217
5.672,1.2515827924531966
5.673,1.1611517132029072
5.674,1.0699330206539328
5.675,0.9559868145250293
5.676,0.7806696211626883
5.6770000000000005,0.7518238037089774
5.678,0.6039293993912015
5.679,0.48640105401060446
5.68,0.26285244783005185
5.681,0.22577694235869813
5.682,-0.048136182890822055
5.683,-0.23259289484040477
5.684,-0.3955392275099427
5.6850000000000005,-0.5847346135219933
5.686,-0.5666605082981444
5.687,-0.7110622171941674
5.688,-0.8750966123701052
5.689,-1.062925276430483
5.69,-1.0264606685399726
5.691,-1.2180718648548892
5.692,-1.2808135287618096
5.6930000000000005,-1.2448750650052474
5.694,-1.3149943534034703
5.695,-1.2504901385820129
5.696,-1.341952169261495
5.697,-1.3494131449949998
5.698,-1.3170056200556324
5.699,-1.3179019310361855
5.7,-1.1617481622665324
5.7010000000000005,-0.9970632223207592
5.702,-0.9163299789773448
5.703,-0.8242346875971129
5.704,-0.7426487335016619
5.705,-0.5397131773392176
5.706,-0.35103338743640256
5.707,-0.22528040961483164
5.708,-0.08028421084626872
5.7090000000000005,0.030881894381883157
5.71,0.2723975860796654
5.711,0.227527862013302
5.712,0.5529891679384256
5.713,0.8046640199671584
5.714,0.7336488350763322
5.715,0.918708606291844
5.716,1.0392078555444633
5.7170000000000005,1.1109224194752676
5.718,1.2646441863277145
5.719,1.2984682644995957
5.72,1.3268792917122874
5.721,1.3853397956610336
5.722,1.3539652081749116
5.723,1.5011143192729342
5.724,1.3201833573520378
5.7250000000000005,1.2747910642056932
5.726,1.1144942174520172
5.727,1.0913190413116964
5.728,1.0789485497515294
5.729,0.8438516360949297
5.73,0.6792837164299323
5.731,0.6545141000282743
5.732,0.5782275109867121
5.7330000000000005,0.3616346050868291
5.734,0.18764117720384813
5.735,-0.046298621389567404
5.736,-0.08915968444356279
5.737,-0.23549933991990324
5.738,-0.510672046605545
5.739,-0.512004689871115
5.74,-0.6696898344757984
5.7410000000000005,-0.7807831631060301
5.742,-0.9260479227557901
5.743,-1.027146602072048
5.744,-1.1237459900244353
5.745,-1.1804204956050706
5.746,-1.371940472728158
5.747,-1.3955295081962484
5.748,-1.378529582433608
5.7490000000000006,-1.3509661976368519
5.75,-1.3092776086961937
5.751,-1.278348384651866
5.752,-1.1867917713783167
5.753,-1.116176968830274
5.7540000000000004,-1.1320248149725358
5.755,-0.9763110712816249
5.756,-0.9168834810614416
5.757000000000001,-0.7581478798760525
5.758,-0.5966199616375133
5.759,-0.6387291461748692
5.76,-0.19691987420505638
5.761,-0.13403654279947833
5.7620000000000005,-0.03484384827806132
5.763,0.24861178546710064
5.764,0.29000876897897016
5.765,0.46484048942601525
5.766,0.5783124190386232
5.767,0.8213521587334165
5.768,0.8593457465920988
5.769,0.9859390362801846
5.7700000000000005,1.1389863853346658
5.771,1.193471747168108
5.772,1.2308285740218632
5.773,1.3413613567072717
5.774,1.4473126060326693
5.775,1.3525875856550336
5.776,1.3404482042011934
5.777,1.3226359960304606
5.7780000000000005,1.3410122897134813
5.779,1.1893487842254484
5.78,1.1324242640253663
5.781,0.9807261084161283
5.782,0.8951196812478375
5.783,0.8120246435759912
5.784,0.7072163454184629
5.785,0.6608310361479817
5.7860000000000005,0.4537069166557508
5.787,0.2300092924486314
5.788,0.08418392878381738
5.789,0.03269280665787688
5.79,-0.13577899225511753
5.791,-0.344052848609475
5.792,-0.5161104252533676
5.793,-0.5793885483288175
5.7940000000000005,-0.8181299806342823
5.795,-0.8710403525701427
5.796,-0.8868570490368701
5.797,-1.0862309768819098
5.798,-1.2161308219304956
5.799,-1.2214180301102393
5.8,-1.3128739635061808
5.801,-1.3887205379838166
5.8020000000000005,-1.2954071431912921
5.803,-1.2676642696498726
5.804,-1.3139540864752512
5.805,-1.2742333707349203
5.806,-1.2431236050055123
5.807,-1.12576572481458
5.808,-1.05422621812301
5.809,-0.9703905705422509
5.8100000000000005,-0.7063249127029814
5.811,-0.6477110081383102
5.812,-0.5033215131373514
5.813,-0.3414017184042017
5.814,-0.19539609945048575
5.815,-0.09981797137453827
5.816,0.09027696973873982
5.817,0.2178874747690362
5.8180000000000005,0.40469753369515044
5.819,0.5459535490858924
5.82,0.6484780542902565
5.821,0.7306259264635779
5.822,0.9228390619580429
5.823,1.0110784491806806
5.824,1.0184135912635548
5.825,1.2145736717504085
5.8260000000000005,1.2972892924314128
5.827,1.4180268684330763
5.828,1.2968114000311468
5.829,1.2960393842962095
5.83,1.2558656880658796
5.831,1.292056762299268
5.832,1.24437188467758
5.833,1.1293263106968823
5.8340000000000005,1.0806781299307846
5.835,0.8950392933506466
5.836,0.9311760633414702
5.837,0.7250546629928342
5.838,0.6301109298450935
5.839,0.42010861668846244
5.84,0.31520882998051725
5.841,0.17854489938332685
5.8420000000000005,0.037567370366067894
5.843,-0.09273487952273765
5.844,-0.1979469654481056
5.845,-0.3826590836835553
5.846,-0.514736984794243
5.847,-0.6262706537210075
5.848,-0.7961332141281601
5.849,-0.9410752006873722
5.8500000000000005,-0.9904085345014331
5.851,-1.0744454267887225
5.852,-1.167310257328189
5.853,-1.3275423299299212
5.854,-1.3346338046906425
5.855,-1.3262176316677383
5.856,-1.275305230977495
5.857,-1.2990448139819368
5.8580000000000005,-1.2069375775215552
5.859,-1.1464139595309124
5.86,-1.0839220794523519
5.861,-0.9995669754083691
5.862,-1.0130808674912697
5.863,-0.8252759785294943
5.864,-0.7562973982228792
5.865,-0.6749314130625549
5.8660000000000005,-0.4652966491436635
5.867,-0.23697403790985022
5.868,-0.12834339406757408
5.869,0.10336361468476649
5.87,0.16508959310111074
5.871,0.43015476407092
5.872,0.46387060481282333
5.873,0.5970138779095642
5.8740000000000006,0.6645412899013733
5.875,0.9065605725956428
5.876,0.936663628937504
5.877,1.026849030221027
5.878,1.206050893531895
5.8790000000000004,1.2669096726801976
5.88,1.3159143071804047
5.881,1.2741327762053702
5.882000000000001,1.3047948303647685
5.883,1.3014221841659799
5.884,1.3226300309574757
5.885,1.322585347672045
5.886,1.2075707523803794
5.8870000000000005,1.2157933167686945
5.888,1.0744239306326901
5.889,0.9161823547995396
5.89,0.8549659059635127
5.891,0.7732676741143997
5.892,0.6528934628642151
5.893,0.46976498391691934
5.894,0.2635471507880935
5.8950000000000005,0.09971829970822284
5.896,-0.013814459494015375
5.897,-0.1114382373415168
5.898,-0.32321323670680935
5.899,-0.4671219610416807
5.9,-0.6254113706478419
5.901,-0.7737928694012286
5.902,-0.8844258926461028
5.9030000000000005,-0.976337424562921
5.904,-0.9903948277868586
5.905,-1.1665991002550777
5.906,-1.214345449667129
5.907,-1.3058035735789633
5.908,-1.254836732171063
5.909,-1.2326623330211928
5.91,-1.2121589075516073
5.9110000000000005,-1.2577750658481965
5.912,-1.196315275785813
5.913,-1.1729293274312818
5.914,-1.063030078629509
5.915,-0.9829243734874817
5.916,-0.8911716690180095
5.917,-0.7703770726149667
5.918,-0.6271818196205513
5.9190000000000005,-0.5280941136501616
5.92,-0.38209936847327614
5.921,-0.13615403841084572
5.922,0.06544926315236908
5.923,0.022050178047301958
5.924,0.1704434003516746
5.925,0.3334262865812821
5.926,0.5186678195960551
5.9270000000000005,0.7038879169013386
5.928,0.8147847345099793
5.929,0.9090684296575742
5.93,1.0296957727650973
5.931,1.057552376727618
5.932,1.1537639034555758
5.933,1.2226730522284153
5.934,1.1852802566926235
5.9350000000000005,1.2297888362151503
5.936,1.237374525162818
5.937,1.3194222064250691
5.938,1.263590175692103
5.939,1.2347423403878284
5.94,1.0484916411665635
5.941,0.9868847918162613
5.942,1.0002176518308312
5.9430000000000005,0.7208243136811489
5.944,0.8018822005287601
5.945,0.5202168589640823
5.946,0.5159074086980353
5.947,0.28519496840226705
5.948,0.23346957889930722
5.949,0.19039934164773373
5.95,-0.23505073661788828
5.9510000000000005,-0.23626901460644428
5.952,-0.5072925277434889
5.953,-0.5355838542514207
5.954,-0.6995620141009355
5.955,-0.8054778746135272
5.956,-0.9690491797344182
5.957,-0.9831575347704976
5.958,-1.1791884236296408
5.9590000000000005,-1.1139806196289472
5.96,-1.2495740886083775
5.961,-1.3353277973608955
5.962,-1.2040703974912952
5.963,-1.2881012030269623
5.964,-1.1725567557078866
5.965,-1.172601872425281
5.966,-1.2223145141051845
5.9670000000000005,-1.1191145588393845
5.968,-1.0259293064918076
5.969,-0.8585895919788211
5.97,-0.803104131001485
5.971,-0.6949132370053381
5.972,-0.582818682560522
5.973,-0.4366071205760788
5.974,-0.22417806497927872
5.9750000000000005,-0.1406216379478107
5.976,-0.010077172651577518
5.977,0.1317303884962551
5.978,0.2802822123245283
5.979,0.3815724110391561
5.98,0.5515778024392253
5.981,0.7932576655218431
5.982,0.8272891679721515
5.9830000000000005,0.9805242846515251
5.984,0.9159728152438374
5.985,1.1485567107893777
5.986,1.1768275190597948
5.987,1.2092144356027341
5.988,1.2737027159854744
5.989,1.2537834256077827
5.99,1.1686680206409683
5.9910000000000005,1.2996869425705455
5.992,1.2271647585383318
5.993,1.1440215180052744
5.994,1.0401489115861244
5.995,0.9287287580349828
5.996,0.9133988242609561
5.997,0.8704625688505169
5.998,0.6766939477831683
5.9990000000000006,0.4650052216782019
6.0,0.4056984525529121
6.001,0.24669546832020506
6.002,0.14410788559723686
6.003,-0.018543344821109586
6.0040000000000004,-0.3472200583122399
6.005,-0.31692441827901513
6.006,-0.5358115592613661
6.007000000000001,-0.6914204553876135
6.008,-0.7558453340791643
6.009,-0.8416172789732345
6.01,-1.0480118998623837
6.011,-1.0211946935483587
6.0120000000000005,-1.0941025731809866
6.013,-1.1901248451830997
6.014,-1.2795936791633693
6.015000000000001,-1.31185885294256
6.016,-1.220848789691176
6.017,-1.3394196782925674
6.018,-1.1849274855406855
6.019,-1.2036444796879464
6.0200000000000005,-1.1409475710476733
6.021,-1.1466928345821394
6.022,-0.9791568878630994
6.023,-0.8383139626972644
6.024,-0.8210487441684831
6.025,-0.6041814849592505
6.026,-0.4909269826641495
6.027,-0.3870563360500484
6.0280000000000005,-0.16679247356516225
6.029,-0.17146894172067337
6.03,0.10493162524187825
6.031,0.31625282681898403
6.032,0.4516559947654599
6.033,0.5382321571391531
6.034,0.6355307383372476
6.035,0.7416725415436201
6.0360000000000005,0.8704493575972596
6.037,1.0126626533627379
6.038,1.0313586091689562
6.039,1.1810290227415898
6.04,1.3054627682243596
6.041,1.2348068244803012
6.042,1.192694773576994
6.043,1.1973117716597006
6.0440000000000005,1.290576153801981
6.045,1.2187076105259784
6.046,1.21865325233764
6.047,1.0850699497115692
6.048,1.0749221297681744
6.049,0.9329013629569939
6.05,0.7986848141748452
6.051,0.6982821052990337
6.0520000000000005,0.5316471727479509
6.053,0.556034285558348
6.054,0.31057585117018
6.055,0.20216037339534043
6.056,-0.0046507813055818754
6.057,-0.17838962969093738
6.058,-0.28367679083821123
6.059,-0.35930159316741095
6.0600000000000005,-0.57700389413421
6.061,-0.7234467246958918
6.062,-0.7916718800708648
6.063,-0.8829472033124193
6.064,-0.9216469013068709
6.065,-1.0681137734152575
6.066,-1.1206098333507923
6.067,-1.1679325510980534
6.0680000000000005,-1.2960149811140138
6.069,-1.3039115554490976
6.07,-1.3100009029943855
6.071,-1.3051613394149655
6.072,-1.164460962429738
6.073,-1.1388236180107398
6.074,-1.0825645530468855
6.075,-1.1344369050575247
6.0760000000000005,-0.8064706105049142
6.077,-0.8459062710270404
6.078,-0.5795499944404515
6.079,-0.6261963396250044
6.08,-0.45836782884336325
6.081,-0.38620157565344226
6.082,-0.11251780623558358
6.083,-0.038512068314871
6.0840000000000005,0.10978561540334836
6.085,0.23937988170263608
6.086,0.4871362950132409
6.087,0.6178657296004527
6.088,0.7988342028494733
6.089,0.7900702202427999
6.09,0.9400058385965769
6.091,0.9564549243079657
6.0920000000000005,1.08191305718226
6.093,1.135286696299709
6.094,1.2309798801750702
6.095,1.2884666299385035
6.096,1.2999521295548693
6.097,1.2037974687114292
6.098,1.2742255352560998
6.099,1.1835922068725686
6.1000000000000005,1.114729150243111
6.101,1.0251270332913047
6.102,0.9475577057450347
6.103,0.9642583030056912
6.104,0.7820498779162861
6.105,0.6544232349227532
6.106,0.5027425764468844
6.107,0.5012588227009849
6.1080000000000005,0.30214834950496416
6.109,0.05557631823977193
6.11,-0.06852197730840764
6.111,-0.21120652799378686
6.112,-0.33602850568411025
6.113,-0.5164180289696185
6.114,-0.5907563497456426
6.115,-0.6629311260098608
6.1160000000000005,-0.9138632662398047
6.117,-1.0054947804999663
6.118,-1.0610240060388594
6.119,-1.1321528962916056
6.12,-1.0684987116692823
6.121,-1.1603126021903742
6.122,-1.1884532462422635
6.123,-1.2571128042514148
6.1240000000000006,-1.2492829626309057
6.125,-1.2816032302287572
6.126,-1.127324407707265
6.127,-1.0831893296118174
6.128,-0.9695256025559102
6.1290000000000004,-0.9562285897929714
6.13,-0.8516370070498751
6.131,-0.723305842081907
6.132000000000001,-0.564431590017021
6.133,-0.5514108253089731
6.134,-0.30343731419541176
6.135,-0.19897206645855445
6.136,-0.1059170729655625
6.1370000000000005,-0.011583810079551435
6.138,0.23011605763660442
6.139,0.4502915021641557
6.140000000000001,0.5973370106033129
6.141,0.6599307559758907
6.142,0.8599142593156011
6.143,0.8687659748287035
6.144,1.0156246207959387
6.1450000000000005,1.029058806810161
6.146,1.095018042282455
6.147,1.1405199621821935
6.148,1.1088030961862316
6.149,1.2968956970617789
6.15,1.2041699003694852
6.151,1.1828449044146185
6.152,1.1337294589662588
6.1530000000000005,1.135890424024859
6.154,1.171882137769647
6.155,1.1110812799904881
6.156,0.83219166476911
6.157,0.7937756871090241
6.158,0.6448991334939244
6.159,0.6215971861618006
6.16,0.4542371527306875
6.1610000000000005,0.269796951774265
6.162,0.16287172787783397
6.163,-0.009145815230466297
6.164,-0.049222860193482
6.165,-0.24539537656522367
6.166,-0.37824023056282563
6.167,-0.6783306345988999
6.168,-0.6740081765759576
6.1690000000000005,-0.6828932380072779
6.17,-0.8262328016233589
6.171,-1.078029932783363
6.172,-1.0808548377805058
6.173,-1.190049092127279
6.174,-1.0936020537391848
6.175,-1.1998501492695681
6.176,-1.2666368558203998
6.1770000000000005,-1.2257821936676176
6.178,-1.3401789283633643
6.179,-1.2297076694032711
6.18,-1.1230953422144554
6.181,-1.0166042525248744
6.182,-1.075353605546401
6.183,-0.9032922400789466
6.184,-0.7275457745851626
6.1850000000000005,-0.7337166137414903
6.186,-0.5237329246471006
6.187,-0.39861593308710963
6.188,-0.17743320971248294
6.189,-0.13232692748404457
6.19,0.014537877578365197
6.191,0.20942476459230908
6.192,0.24156004454990795
6.1930000000000005,0.43373017955036797
6.194,0.5526955933041813
6.195,0.6912550015803508
6.196,0.8536624022145575
6.197,0.9407599999367087
6.198,0.9647971312474733
6.199,1.0843908375262807
6.2,1.2125152545428335
6.2010000000000005,1.1411478848464958
6.202,1.2183732300754835
6.203,1.2131466401002133
6.204,1.2144811229703985
6.205,1.1141405120051493
6.206,1.2277786461152596
6.207,1.0641518819080462
6.208,1.0846201900627686
6.2090000000000005,0.918478281436812
6.21,0.8214466613343852
6.211,0.804837461712675
6.212,0.6751208701544706
6.213,0.5085327092064038
6.214,0.40201614371654265
6.215,0.21042879764367617
6.216,0.08229430717445932
6.2170000000000005,-0.0935929082965646
6.218,-0.15763843353866458
6.219,-0.37698610070147176
6.22,-0.4027534778518509
6.221,-0.6208659965428304
6.222,-0.7237162321217033
6.223,-0.7964307440228143
6.224,-0.9312503882224411
6.2250000000000005,-1.0325191888954999
6.226,-1.0902398896722305
